sentence,language
Safety thermostat blocked,en
advice buy switch,en
Reportedly would not turn on,en
Laptop battery not charging,en
"Battery broken, needs replacing",en
capacitors replaced in psu,en
"Short circuit, flame on ignition",en
Flex cable,en
Nespresso no longer sinks,en
dirty contacts,en
Insufficient memory,en
Mechanical safety switch broken,en
Transport damage,en
Radio jumps to CD,en
And - lo and behold!,en
Hinge defective,en
saw no bread in it,en
sometimes does not turn on,en
it no longer charges,en
Took apart and retrieved DVD,en
battery broken,en
firewall or antivirus?,en
Powered but software issue,en
Advice given as to how to repair,en
Worn plastic parts,en
Did not succeed,en
broken capacitor,en
Balance does not run smoothly,en
Switch loose,en
pull chord snapped,en
element broken,en
won't stay charged,en
Thread jumps out,en
Clean the toaster and contacts,en
Likely burning out element,en
No message,en
Works again after descaling,en
Wind upradio with broken winder,en
Something has broken off,en
cable cut,en
does not go procure battery,en
Harddrive was dead,en
"Wouldn't turn off, only on",en
filters cleaned + Engine cleaned,en
No information,en
Chimes not in sequence,en
too fast to the end,en
Does not play properly anymore,en
Switch/knobs broken - malfunction,en
Electrical connection restored,en
touch screen not working,en
Parts missing,en
VCR not playing properly,en
Knife runs without load,en
Overall reboot,en
Airway obstructed,en
Does not latch,en
Has new power lead),en
Corrision in battery compartment,en
Battery holder corroded,en
Hoover - No power - Changed fuse,en
no longer heats at all,en
Bulb socket is stuck,en
Plug attached to cable,en
Now it's working again,en
thermal fuse,en
Mechanical switch issue,en
Capacitor to be replaced,en
"Runs, but does not suck",en
Buttons not working,en
Inferior material,en
needed new battery,en
Blew again,en
fallen down no longer functions,en
defective remote control,en
electric element stopped working,en
Dead motor,en
removed - replace,en
Bulb holder replaced,en
Note given on replacing battery,en
Jack plug broken,en
The fuse has blown,en
Termo fuse broken,en
Sheets are printed broken,en
Sewing result bad readjusted,en
Water damage?,en
Handheld,en
"It needed descaling, so we did",en
Left for later repair,en
Buy new cord at Handyman,en
"dirty, hose clogged",en
No charger - impossible to test,en
Plastic(!),en
Contact spray injected,en
They were replaced,en
New power supply arrived,en
Motor smells hot,en
Replaced battery and motor mount,en
USB load device is needed,en
Contactor welding,en
Remedy: Replace V-belt,en
Will not print,en
Fan motor defective,en
Hinge fixed as well,en
The spindle lock does not engage,en
Cannot be repaired as burnt,en
Fuse blows during operation,en
The slide changer is stuck,en
Trouble with the reel,en
Does not reel (unable to repair),en
Cover broken,en
Erratic,en
On/off button,en
Hard disk replaced,en
solder issue wiring,en
Speakers connections broken,en
"Advice given,",en
Advice: buy new circuit board,en
Battery terminals pushed in,en
Lubricated switch,en
Defective CD drive,en
replace fuse,en
Base section cracked,en
CD,en
Replaced shorted capacitor,en
Key malfunction,en
Dusty CD laser lens,en
Unable to make it work,en
drive shaft to be changed,en
Connector switch broken,en
Replaced the broken switch,en
replaced pod mechanism,en
Fitted plug & socket,en
"Belt was worn out, replaced",en
"No picture, no sound",en
Probably reading head failed,en
"Turns on but says ""no disk""",en
Reinstalled updated app,en
Capacitor maybe?,en
V/S Speaker,en
Tested PSU (good),en
Charger dead no error found,en
Referred to special repair store,en
Costs already analyzed,en
unable to open to clean,en
No picture,en
battery defective,en
Flushed and checked everything,en
Re-glued and pinned with a nail,en
Broken belt,en
Graphic Card cleared,en
Wires re-positioned,en
Too bad,en
Gearbox blocked,en
NO OUTCOME LISTED,en
def?,en
It's clogged with limescale,en
Large food processor,en
Switch blown - PCB damage,en
customer bought the part,en
To be reviewed,en
Uneconomic to Repair,en
Lfz.0: Kettle defective,en
Slot handle had detached,en
Stopped working - motor?,en
No contact of the heating loop,en
flashes but no longer heats up,en
Consultation strain relief,en
Missing 10mm flat plug,en
thread breaking & bunching,en
This did not succeed,en
runtegefallen housing broken,en
Tape jams,en
Showed customer how to access You,en
The oven function no longer works,en
On/Off button No power,en
Portable Iron - Doesn't get hot,en
Switch problem diagnosed earlier,en
new charchnig socket needed,en
Dismantled and cleaned well,en
Sealing problem,en
CD gets stuck,en
Not working,en
no longer cools properly,en
Thermal fuse blewn,en
"Recovery of data, photos, etc",en
Suddenly stopped working,en
Light doesn't come on at all,en
only half works,en
Defective boiler,en
booster drill,en
Overwound,en
Reservoir misalignment,en
"Dropped it, now nothing",en
Led burnt out,en
broken and reinforced trigger,en
Checked over and all working,en
Rewired controller,en
was no longer working,en
Handling error,en
Cleaned up,en
tweaked,en
CD and cassette part defective,en
No more leaks,en
Lid blocked and no longer flows,en
Appears the heating element blew,en
W260,en
Cable from charger damaged,en
Plug needed wiring,en
Time not available,en
trace of a small spark,en
Battery connector fault,en
Switch was broken,en
Blade cleaned and sharpened,en
Stops after 10 seconds,en
Volume cannot be regulated,en
Loose contact fixed,en
Remove both wires,en
buzzes,en
Next time we will finish,en
small explosion,en
Replaced fuse and cleaned contact,en
Measurement not possible,en
Heating element falls out,en
Works again,en
CD player laser unit missing,en
"Does not heat, contact error",en
Resistors out of order,en
Problem identified,en
backward jammed,en
Coiling mechanism goes stiff,en
def,en
Switch button does not work,en
"Contacts, circuit board cleaned",en
broken charger => repaired,en
Explanation of operation,en
def repaired,en
radio Cd probl connex,en
"Short circuit, fuse blows",en
Customer goes after a new diode,en
failed to reset the battery,en
Found battery dead,en
CD not spinning,en
the suction motor stopped working,en
Mains plug falls apart,en
Dirt removal carried out,en
new switch?,en
thermo fuse defective,en
Weather Station - Terminals dirty,en
Wouldn't light up,en
Stops after a few minutes,en
Repairability 9- difficult,en
No function on contact,en
Screw tightened and now fine,en
Won't stay down,en
"Tested, works ok",en
laser optics cleaned and adjusted,en
Upper thread tension readjusted,en
broken dust bag holder,en
Plastic cover loose,en
Not found,en
Third pin on plug broken off,en
Station can't change,en
A little rust on the resistor,en
There was a leak,en
wiring in plug reconnected,en
Black powder appears,en
One part not working,en
Allegedly defective play button,en
carbon brushes stuck,en
Christmas lights,en
Gasket incorrectly fitted,en
bulb had blown - repaired,en
Part needs fitting,en
Short circuit on power wires,en
On/off switch defective,en
lid handle broken off,en
Unable to diagnose issue,en
reset Transmitter reprogrammed,en
No new spring,en
Missing black cartridge,en
plug gets werg hot,en
No power connection,en
Paths to kratzt,en
no more display,en
Wrong charger used,en
This is both fixed and repairable,en
clock works again,en
operation explained,en
It won't start,en
wrong message,en
"CD no transmission, radio io",en
Install drive belt,en
No solution,en
Issue was with the connector,en
Won't switch on with adaptor,en
Device old,en
Threading ?,en
No defect detectable,en
old brittle plastic hose,en
no longer goes on at all,en
Browser crashes after two pages,en
Portable CD player,en
element not working,en
Capacitor has no capacity,en
"cleaned contacts, toghtened nut",en
"Won't charge, charger broken",en
Too difficult to fix,en
Customer tests at home,en
Contact problem with plug,en
Steam cooker no longer working,en
Broke when trying to open it,en
Power sander,en
the shredder no longer works,en
Rocket switch broken,en
Electrical problem: M. LABBE,en
Now working again,en
Lamp defective Albert taken away,en
No audio output,en
reattachable handle,en
Motor presser tempramental,en
Does not measure blood pressure,en
Brought today and vac repaired,en
Adjusted carburetor,en
Customer getting parts off Ebay,en
password needs resetting - locked,en
Inserted toast doesn't stay down,en
Order a part,en
Volume cannot be controlled,en
electricity ok but nothing else,en
Leaf blower that no longer blows,en
Advised to return when backed up,en
Water pump not working,en
Faulty socket Bulb to be changed,en
Removed corroded old batteries,en
No circuit diagram,en
Beyond simple repair,en
capacitor on circuit board loose,en
not attaching blade correctly,en
Engine falters,en
Creaking when sewing,en
no pressure - error found,en
The device no longer starts,en
Cord died,en
does not transport water,en
Ordering new parts,en
The mechanism was quite jammed,en
Washers to be changed,en
was incorrectly set,en
Capacitor coil loose,en
Partially decluttered,en
Customer response: 'Almost fixed',en
always goes out,en
probably defective,en
Burnt door interlock switch,en
Element was open circuit,en
Probably fixable next time,en
To contact manufacturer,en
New connector was soldered on,en
Error reset according to You,en
No wifi,en
Set to max default,en
Needs more time,en
doesn't run long enough,en
Controller defective,en
hood does not close,en
dirty dust bag,en
Fiche ?,en
Reverse function does not engage,en
Can't turn on after fall,en
Half not working,en
Changed plus and cleaned inside,en
No power on,en
unrepairable,en
"CD strap broken, replaced",en
Moaike - Won't charge,en
the control turned off,en
Controls sticking; turntable slow,en
Ventilation is too loud,en
Spins freely now,en
The person must get a new screen,en
Won't stay down to toast,en
Has interlock with base of kettle,en
Cable retraction no longer works,en
replace batteries and clean fan,en
Buy new toner,en
Nightlight: Broken connector,en
no more pressure,en
Ran out of the wire,en
did not work; tested OK,en
does not draw water,en
hang in new crank,en
Electronic pipe,en
turned 2 devices into 1,en
faulty circuit board,en
Probably broken battery,en
cord broken at case,en
Closure defective,en
Motor slow,en
Customer taken offsite to test,en
Power supply failure,en
Motor seized,en
the faulty part has been ordered,en
Mended,en
won't print,en
There was a knock in the cord,en
Mill body is clogged,en
overheating protection tripped,en
clogged?,en
i. O,en
Leak from bottom of machine,en
New switch must be procured,en
not charging - needs new battery,en
Printer having printing problems,en
loose wheel on the switch,en
Coil checked,en
Advice to clean,en
Playback problem,en
One no longer worked,en
ON all the time,en
The tuner did not work anymore,en
Lens wear,en
Power cable cut inside,en
Power short out,en
Boiler completely calcified,en
"Plastic assembly, just old",en
Virus,en
def ET: Circuit diagram required,en
Unable to pull hose out,en
Intermittently stop working,en
Not working - part replaced,en
roller mechanism broken,en
Charge socket attached,en
Device did not start,en
"Intermittently works, likely cord",en
Wheel attachment broken off,en
bypassed faulty microswitch,en
Possible defective TRIAC,en
V power supply-explanations,en
descaling machine,en
One channel not working,en
clean the keyboard,en
Does not read CDs anymore,en
sucks very badly,en
plug makes closure,en
Can no longer be started,en
Rewind button fixed,en
Side Brush going slow,en
wrongly coiled inside,en
no motor function,en
Cassette blocked,en
Contacts to it were broken off,en
Misuse,en
Intermittant,en
HDMI socket defective,en
Electric typewriter,en
connection mount broken,en
"Lid safety switch moved, replaced",en
Fixed broken cable,en
Lamp wont turn on,en
does not pick up power,en
Power adapter broken,en
renewal of bearings not possible,en
Gives no contact,en
Replace push button,en
Cable melted,en
May return,en
turn table not turning,en
